,Unnamed: 0,sys/id,parameters/batch_size,parameters/beta1,parameters/beta2,parameters/connect_to_project,parameters/cutout_count,parameters/cutout_max_size,parameters/cutout_min_size,parameters/device,parameters/dropout,parameters/epochs,parameters/gamma,parameters/jitter_brightness,parameters/jitter_contrast,parameters/jitter_hue,parameters/jitter_saturation,parameters/lr,parameters/lr_scheduler,parameters/max_lr,parameters/model,parameters/nu1,parameters/nu2,parameters/optimizer,parameters/per_alpha,parameters/per_beta,parameters/perspective_distortion,parameters/plot_interval,parameters/project_name,parameters/register_run,parameters/test,parameters/train,parameters/use_per,parameters/val,parameters/wd,train/val_acc,train/val_loss
338,344,CNN-319,128.0,0.9,0.999,True,1.0,13.0,7.0,cuda,,2.0,,0.0,0.0677809864282608,0.0,0.0,0.0059943539860394,,,Resnet18(10),0.2522998452186584,0.8899053931236267,QHAdam,,,0.0,32.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0005640213796604,0.7847112417221069,0.7062179446220398
339,345,CNN-15,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,,
340,346,CNN-256,500.0,0.9,0.999,,,,,cpu,0.1,50.0,,,,,,0.0001,OneCycleLR,0.001,"VotingEnsemble([load_from_zoo('M7()_61ead6cd_final.p'),load_from_zoo('M7()_61ead348_2.p')], [1, 1])",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
341,347,CNN-330,1024.0,0.9,0.999,True,0.0,13.0,7.0,cuda,,2.0,,0.0,0.0,0.0886056423187255,0.0,0.0012662807436276,,,Resnet18(10),0.6676597595214844,1.0,QHAdam,,,0.0259543806314468,4.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0001529575044496,0.6436583399772644,1.1087607145309448
342,348,CNN-207,200.0,0.9,0.999,,,,,cuda,0.1,10.0,,,,,,0.001,OneCycleLR,0.1,"load_from_zoo(""M7()_CNN-202_final.p"")",0.7,1.0,QHAdam,,,,,mlxa/CNN,True,None,train_v2.bin,,val_v2.bin,1e-06,,
343,349,CNN-201,200.0,0.9,0.999,,,,,cuda,0.1,100.0,3.1622776601683795,,,,,0.0001,ExponentialLR,,M7(),0.7,1.0,QHAdam,,,,,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,0.0782999917864799,103227.3203125
344,350,CNN-294,100.0,0.9,0.999,True,,,,cuda,0.1,200.0,,,,,,0.0001,,,load_from_zoo('M7()_61ee9f5f_24.p'),0.7,1.0,QHAdam,,,,100.0,mlxa/CNN,True,None,train_v1.bin,False,val_v1.bin,1e-06,0.914299726486206,0.3293928802013397
345,351,CNN-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,352,CNN-286,100.0,0.9,0.999,True,,,,cuda,0.1,200.0,,,,,,0.001,,,load_from_zoo('M7()_61eadb09_6.p'),0.7,1.0,QHAdam,,,,100.0,mlxa/CNN,True,None,train_v1.bin,False,val_v2.bin,1e-06,0.5752419233322144,1.6293877363204956
347,353,CNN-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,354,CNN-297,64.0,0.9,0.999,True,0.0,14.0,8.0,cuda,,2.0,,0.0,0.0,0.0,0.1670540571212768,0.0156443153159842,,,M7(),0.2601062655448913,1.0,QHAdam,,,0.0,63.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,2.170845491245576e-05,0.8772889971733093,0.4140443205833435
349,355,CNN-172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,356,CNN-311,512.0,0.9,0.999,True,0.0,0.0,0.0,cuda,,2.0,,0.0148371923714876,0.0,0.1338623315095901,0.0701641291379928,0.0058377867456694,,,M7(),0.3851609230041504,1.0,QHAdam,,,0.1041983515024185,8.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0009874154579477,0.4735753536224365,1.9536088705062864
351,357,CNN-323,128.0,0.9,0.999,True,0.0,5.0,5.0,cuda,,2.0,,0.1254421323537826,0.0,0.0,0.0,0.0003953157281929,,,M7(),0.4445048868656158,1.0,QHAdam,,,0.1598219722509384,32.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,6.622399221015774e-05,0.8723299503326416,0.56768399477005
352,358,CNN-132,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
353,359,CNN-355,256.0,0.9,0.999,True,0.0,8.0,8.0,cuda,,2.0,,0.0,0.0,0.0,0.0622389130294323,8.760342687972046e-05,,,M7(),0.2586877942085266,1.0,QHAdam,,,0.0,16.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,7.800068682273969e-05,0.8285156488418579,0.8107777833938599
354,360,CNN-313,1024.0,0.9,0.999,True,0.0,6.0,3.0,cpu,,2.0,,0.08364287763834,0.0,0.1458791345357895,0.0,0.0010733030900108,,,Resnet18(10),0.3831386268138885,1.0,QHAdam,,,0.0,4.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0005284522746929,,
355,361,CNN-305,512.0,0.9,0.999,True,0.0,11.0,6.0,cuda,,2.0,,0.0395120494067668,0.0340018980205059,0.0,0.0,9.745686718632876e-05,,,M7(),0.2692583799362182,0.9486035704612732,QHAdam,,,0.0285299103707075,8.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,1.9938878961538977e-05,0.799724280834198,0.9115967154502868
356,362,CNN-314,256.0,0.9,0.999,True,0.0,2.0,1.0,cuda,,2.0,,0.0558406673371791,0.0031955677550286,0.0570751540362834,0.1139826774597168,0.0177148316895013,,,Resnet18(10),0.4775775671005249,1.0,QHAdam,,,0.122720219194889,16.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0002875324259831,0.55126953125,1.3847825527191162
357,363,CNN-139,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
358,364,CNN-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,365,CNN-26,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,,
360,366,CNN-34,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,0.188992828130722,2.908494234085083
361,367,CNN-263,500.0,0.9,0.999,,,,,cuda,0.1,1.0,0.9,,,,,1e-05,ExponentialLR,,"load_from_zoo(""Densenet161(10)_61eaf1c4_47.p"")",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
362,368,CNN-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,369,CNN-102,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
364,370,CNN-268,500.0,0.9,0.999,,,,,cuda,0.1,1.0,0.9,,,,,1e-05,ExponentialLR,,"load_from_zoo(""Densenet161(10)_61eaf1c4_47.p"")",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
365,371,CNN-252,500.0,0.9,0.999,,,,,cuda,0.1,50.0,,,,,,0.0001,OneCycleLR,0.001,"VotingEnsemble([load_from_zoo('M7()_61ead6cd_final.p'),load_from_zoo('M7()_61ead348_2.p')], [1, 1])",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
366,372,CNN-249,500.0,0.9,0.999,,,,,cuda,0.1,50.0,,,,,,0.0001,OneCycleLR,0.001,"VotingEnsemble([load_from_zoo('M3()_#CNN-172_36.p'),load_from_zoo('M3()_#CNN-229_29.p'),load_from_zoo('M7()_61ead6cd_final.p'),load_from_zoo('M7()_61ead348_2.p')], [1, 1, 1, 1])",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
367,373,CNN-385,64.0,0.9,0.999,True,0.0,11.0,6.0,cuda,,2.0,,0.0,0.0785000547766685,0.0213223621249198,0.0725375935435295,0.0111643561191827,,,Resnet18(10),0.4305764734745025,1.0,QHAdam,,,0.1455668061971664,63.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,1.548724996753581e-06,0.7068073153495789,0.9224902391433716
368,374,CNN-185,64.0,0.9,0.999,,,,,cpu,0.1,5.0,0.9,,,,,0.002,ExponentialLR,,M7S1(),0.7,1.0,QHAdam,,,,,mlxa/CNN,False,None,train_v2.bin,,val_v2.bin,1e-06,,
369,375,CNN-370,32.0,0.9,0.999,True,0.0,4.0,2.0,cuda,,2.0,,0.1099488139152526,0.0114133981987833,0.0147610772401094,0.0626169368624687,0.0186798195213744,,,Resnet18(10),0.3358069658279419,0.9938101768493652,QHAdam,,,0.0,125.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,1.8592371693493984e-05,0.1902955174446106,2.229888200759888
370,376,CNN-99,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
371,377,CNN-55,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,0.7,1.0,,,,,,,,,,,,1e-06,0.930732488632202,0.2510735690593719
372,378,CNN-317,256.0,0.9,0.999,True,0.0,2.0,1.0,cuda,,2.0,,0.0,0.0,0.0610472522675991,0.0,0.000131446606959,,,Resnet18(10),0.8425782918930054,0.809183657169342,QHAdam,,,0.0413001924753189,16.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.000332087396738,0.7958008050918579,0.6372811198234558
373,379,CNN-260,500.0,0.9,0.999,,,,,cuda,0.1,1.0,0.9,,,,,1e-05,ExponentialLR,,"load_from_zoo(""Densenet161(10)_61eaf1c4_47.p"")",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
374,380,CNN-133,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
375,381,CNN-154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,382,CNN-225,1000.0,0.9,,,,,,cuda,0.0,50.0,,,,,,0.0001,OneCycleLR,0.001,"load_from_zoo(""M7()_61ead6cd_final.p"")",,,SGD,,,,5.0,mlxa/CNN,True,None,train_v2.bin,,val_v1.bin,1e-06,0.9251999855041504,0.278630793094635
377,383,CNN-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,384,CNN-229,1000.0,0.9,0.999,,,,,cuda,0.1,50.0,,,,,,0.0001,OneCycleLR,0.001,Densenet121(10),0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
379,149,CNN-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,161,CNN-257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,219,CNN-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,279,CNN-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,45,CNN-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,138,CNN-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
